AccountId,CampaignId,CloseDate,ContactId,CreatedById,CreatedDate,CurrentGenerators__c,DeliveryInstallationStatus__c,Description,Fiscal,ForecastCategory,ForecastCategoryName,HasOpenActivity,HasOpportunityLineItem,HasOverdueTask,Id,IsClosed,IsDeleted,IsPrivate,IsWon,LastActivityDate,LastAmountChangedHistoryId,LastCloseDateChangedHistoryId,LastModifiedById,LastModifiedDate,LastReferencedDate,LastStageChangeDate,LastViewedDate,LeadSource,MainCompetitors__c,Name,NextStep,Opportunity_Source__c,OrderNumber__c,OwnerId,Pricebook2Id,RecordTypeId,StageName,SystemModstamp,TrackingNumber__c,Type,Amount,ExpectedRevenue,FiscalQuarter,FiscalYear,Number of Records,Probability,PushCount,TotalOpportunityQuantity
0012w00001A3RKFAA3,,20/09/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Omitted,Omitted,false,true,false,0062w00000H1nMeAAJ,true,false,false,false,,0082w00000ox5l6AAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Shaw178,,Marketing,,0052w00000AqoUkAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business,283440,0,2,2022,1,0,0,2264
0012w00001A3RUJAA3,,30/11/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Pipeline,Pipeline,true,true,false,0062w00000H1nMfAAJ,false,false,false,false,8/10/2029 00:00:00,0082w00000ox5l7AAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Lambert182,,Marketing,,0052w00000AqoUqAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Value Proposition,7/12/2022 00:38:43,,New Business / Add-on,1750200,875100,3,2022,1,50,0,2893
0012w00001A3RWIAA3,,19/03/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 4,Pipeline,Pipeline,true,true,false,0062w00000H1nMgAAJ,false,false,false,false,4/11/2029 00:00:00,0082w00000ox5l8AAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Blair183,,BDR,,0052w00000AqoUhAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Needs Analysis,7/12/2022 00:38:43,,New Business,2598300,519660,4,2022,1,20,0,3351
0012w00001A3RUGAA3,,4/09/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,true,false,0062w00000H1nQiAAJ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Beck1148,,BDR,,0052w00000AqoUvAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,52440,52440,2,2022,1,100,0,437
0012w00001A3RPLAA3,,19/09/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,true,false,0062w00000H1nQoAAJ,true,false,false,true,,0082w00000ox5mrAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Web,,Opportunity for Allen1162,,Marketing,,0052w00000AqoUpAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,1032800,1032800,2,2022,1,100,0,910
0012w00001A3RL0AAN,,3/04/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 4,Closed,Closed,false,false,false,0062w00000H1nQjAAJ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Poole1149,,AE,,0052w00000AqoUiAAJ,,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,205489,205489,4,2021,1,100,0,
0012w00001A3RX6AAN,,11/07/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Omitted,Omitted,false,true,false,0062w00000H1nQmAAJ,true,false,false,false,,0082w00000ox5mpAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Santos1154,,AE,,0052w00000AqoUrAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business,1153670,0,1,2022,1,0,0,2811
0012w00001A3RVfAAN,,1/11/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Closed,Closed,true,true,false,0062w00000H1nQnAAJ,true,false,false,true,31/10/2029 00:00:00,0082w00000ox5mqAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Lewis1160,,Marketing,,0052w00000AqoUpAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,1132470,1132470,3,2022,1,100,0,1863
0012w00001A3RNoAAN,,29/11/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Pipeline,Pipeline,true,true,false,0062w00000H1nQqAAJ,false,false,false,false,8/11/2029 00:00:00,0082w00000ox5msAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Lloyd1165,,Marketing,,0052w00000AqoUuAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Value Proposition,7/12/2022 00:38:43,,New Business / Add-on,439380,219690,3,2022,1,50,0,1486
0012w00001A3RPxAAN,,22/08/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Omitted,Omitted,false,true,false,0062w00000H1nQrAAJ,true,false,false,false,,0082w00000ox5mtAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Campbell1166,,AE,,0052w00000AqoUvAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business / Add-on,1459175,0,2,2022,1,0,0,3132
0012w00001A3RSNAA3,,3/11/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Omitted,Omitted,true,true,false,0062w00000H1nQsAAJ,true,false,false,false,3/12/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Gill1167,,AE,,0052w00000AqoUrAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business,313200,0,3,2022,1,0,0,1566
0012w00001A3RZQAA3,,7/01/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,BestCase,Best Case,true,false,false,0062w00000H1nQYAAZ,false,false,false,false,22/11/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Drake768,,AE,,0052w00000AqoUpAAJ,,0122w000001WDF4AAO,Perception Analysis,7/12/2022 00:38:43,,Existing Business,70368,49257.6,3,2022,1,70,0,
0012w00001A3RQXAA3,,26/06/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nQZAAZ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Elliott770,,BDR,,0052w00000AqoUsAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,646400,646400,1,2022,1,100,0,404
0012w00001A3RW3AAN,,6/04/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 4,Closed,Closed,false,true,false,0062w00000H1nQaAAJ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Malone772,,AE,,0052w00000AqoUyAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,5880,5880,4,2021,1,100,0,49
0012w00001A3ROPAA3,,10/12/2028 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 3,Closed,Closed,false,true,false,0062w00000H1nQbAAJ,true,false,false,true,,0082w00000ox5moAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Seminar - Internal,,Opportunity for Newton773,,Marketing,,0052w00000AqoUpAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,887240,887240,3,2021,1,100,0,4037
0012w00001A3RTrAAN,,9/06/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nQcAAJ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Hoffman774,,BDR,,0052w00000AqoUlAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,152400,152400,1,2022,1,100,0,762
0012w00001A3RLgAAN,,8/05/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nQeAAJ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Waters780,,BDR,,0052w00000AqoUnAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,902400,902400,1,2022,1,100,0,564
0012w00001A3RP7AAN,,10/05/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2023 1,Pipeline,Pipeline,true,false,false,0062w00000H1nQfAAJ,false,false,false,false,10/12/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Advertisement,,Opportunity for Robbins1143,,Marketing,,0052w00000AqoUsAAJ,,0122w000001WDF4AAO,Qualification,7/12/2022 00:38:43,,New Business,365072,36507.2,1,2023,1,10,0,
0012w00001A3RSFAA3,,26/02/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 4,BestCase,Best Case,true,false,false,0062w00000H1nSMAAZ,false,false,false,false,15/11/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Banks821,,Marketing,,0052w00000AqoUnAAJ,,0122w000001WDF4AAO,Perception Analysis,7/12/2022 00:38:43,,New Business,133017,93111.9,4,2022,1,70,0,
0012w00001A3RY2AAN,,15/02/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 4,Pipeline,Pipeline,true,true,false,0062w00000H1nSJAAZ,false,false,false,false,27/11/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Stokes814,,BDR,,0052w00000AqoUoAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Needs Analysis,7/12/2022 00:38:43,,New Business / Add-on,1750,350,4,2022,1,20,0,35
0012w00001A3RLeAAN,,26/08/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,true,false,0062w00000H1nSKAAZ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Goodman815,,Alliances,,0052w00000AqoUlAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,323550,323550,2,2022,1,100,0,1438
0012w00001A3RPzAAN,,5/07/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nSLAAZ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Carter816,,AE,,0052w00000AqoUwAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,14720,14720,1,2022,1,100,0,368
0012w00001A3ROxAAN,,22/02/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 4,Pipeline,Pipeline,true,true,false,0062w00000H1nSNAAZ,false,false,false,false,11/12/2029 00:00:00,0082w00000ox5nVAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Web,,Opportunity for Johnston824,,BDR,,0052w00000AqoUlAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Value Proposition,7/12/2022 00:38:43,,Existing Business,913860,456930,4,2022,1,50,0,2145
0012w00001A3RUOAA3,,3/03/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2021 4,Closed,Closed,false,true,false,0062w00000H1nSOAAZ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Powell825,,Alliances,,0052w00000AqoUhAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,230520,230520,4,2021,1,100,0,1921
0012w00001A3ROeAAN,,7/11/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Closed,Closed,true,false,false,0062w00000H1nSPAAZ,true,false,false,true,27/11/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Parks826,,AE,,0052w00000AqoUpAAJ,,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,411185,411185,3,2022,1,100,0,
0012w00001A3RXGAA3,,28/07/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Omitted,Omitted,false,true,false,0062w00000H1nSQAAZ,true,false,false,false,,0082w00000ox5nWAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Word of mouth,,Opportunity for Stone1195,,Alliances,,0052w00000AqoUnAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business,1817815,0,2,2022,1,0,0,3568
0012w00001A3RYpAAN,,29/11/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,BestCase,Best Case,true,true,false,0062w00000H1nSRAAZ,false,false,false,false,8/11/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Advertisement,,Opportunity for Hayes1197,,AE,,0052w00000AqoUzAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Perception Analysis,7/12/2022 00:38:43,,Existing Business,1593200,1115240,3,2022,1,70,0,1138
0012w00001A3RYuAAN,,3/11/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Omitted,Omitted,true,true,false,0062w00000H1nSSAAZ,true,false,false,false,21/11/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Logan1198,,AE,,0052w00000AqoUmAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,New Business,40480,0,3,2022,1,0,0,1012
0012w00001A3RNvAAN,,18/09/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,true,false,0062w00000H1nRkAAJ,true,false,false,true,,0082w00000ox5nHAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Partner,,Opportunity for Bates1547,,AE,,0052w00000AqoUwAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,3426450,3426450,2,2022,1,100,0,3665
0012w00001A3RYaAAN,,6/10/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Omitted,Omitted,false,true,false,0062w00000H1nOJAAZ,true,false,false,false,,0082w00000ox5lrAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Trade Show,,Opportunity for Ingram699,,Marketing,,0052w00000AqoUwAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Lost,7/12/2022 00:38:43,,Existing Business,2669875,0,2,2022,1,0,0,3851
0012w00001A3RWyAAN,,17/03/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 4,Forecast,Commit,true,false,false,0062w00000H1nOLAAZ,false,false,false,false,11/12/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Seminar - Internal,,Opportunity for Swanson1068,,AE,,0052w00000AqoUiAAJ,,0122w000001WDF4AAO,Negotiation/Review,7/12/2022 00:38:43,,New Business,248276,223448.4,4,2022,1,90,0,
0012w00001A3RQSAA3,,23/04/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 1,Closed,Closed,false,true,false,0062w00000H1nOMAAZ,true,false,false,true,,0082w00000ox5lsAAA,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Employee Referral,,Opportunity for Ramsey1069,,Marketing,,0052w00000AqoUpAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,Existing Business,1867750,1867750,1,2022,1,100,0,2885
0012w00001A3RZJAA3,,13/04/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2023 1,Pipeline,Pipeline,true,true,false,0062w00000H1nRlAAJ,false,false,false,false,14/11/2029 00:00:00,0082w00000ox5nIAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Public Relations,,Opportunity for McKinney1548,,AE,,0052w00000AqoUuAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Qualification,7/12/2022 00:38:43,,New Business / Add-on,3526355,352635.5,1,2023,1,10,0,3494
0012w00001A3RXqAAN,,23/08/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 2,Closed,Closed,false,false,false,0062w00000H1nRmAAJ,true,false,false,true,,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Advertisement,,Opportunity for Banks1549,,Alliances,,0052w00000AqoUqAAJ,,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business,363901,363901,2,2022,1,100,0,
0012w00001A3RLPAA3,,31/10/2029 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Closed,Closed,true,true,false,0062w00000H1nRnAAJ,true,false,false,true,11/12/2029 00:00:00,,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Web,,Opportunity for Burgess1551,,Marketing,,0052w00000AqoUsAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Closed Won,7/12/2022 00:38:43,,New Business / Add-on,68600,68600,3,2022,1,100,0,1372
0012w00001A3RK7AAN,,7/01/2030 00:00:00,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,2022 3,Pipeline,Pipeline,true,true,false,0062w00000H1nRoAAJ,false,false,false,false,31/10/2029 00:00:00,0082w00000ox5nJAAQ,,0052w00000AmcINAAZ,7/12/2022 00:38:43,,,,Advertisement,,Opportunity for Reynolds1553,,BDR,,0052w00000AqoUkAAJ,01s2w00000HW9HfAAL,0122w000001WDF4AAO,Value Proposition,7/12/2022 00:38:43,,New Business / Add-on,3464115,1732057.5,3,2022,1,50,0,5119
