Entity,Fuel,Year,TWh
Bulgaria,Coal,2007,91.969536
Bulgaria,Coal,2008,87.66482
Bulgaria,Coal,2009,73.79338
Bulgaria,Coal,2010,80.046974
Bulgaria,Coal,2011,94.14436
Bulgaria,Coal,2012,80.42796
Bulgaria,Coal,2013,69.12558
Bulgaria,Coal,2014,73.85166
Bulgaria,Coal,2015,76.23653
Bulgaria,Coal,2016,66.22471
Bulgaria,Coal,2017,71.00035
Bulgaria,Coal,2018,63.447147
Bulgaria,Coal,2019,59.153008
Bulgaria,Coal,2020,48.342094
Bulgaria,Coal,2021,60.90773
Bulgaria,Coal,2022,72.74707
Canada,Coal,2000,355.18835
Canada,Coal,2001,369.12305
Canada,Coal,2002,371.2714
Canada,Coal,2003,370.35748
Canada,Coal,2004,349.85416
Canada,Coal,2005,348.345
Canada,Coal,2006,337.43332
Canada,Coal,2007,352.7697
Canada,Coal,2008,335.23026
Canada,Coal,2009,280.0783
Canada,Coal,2010,286.98526
Canada,Coal,2011,258.7261
Canada,Coal,2012,245.40971
Canada,Coal,2013,239.33687
Canada,Coal,2014,227.59932
Canada,Coal,2015,228.95923
Canada,Coal,2016,213.09785
Canada,Coal,2017,221.6048
Canada,Coal,2018,181.72258
Canada,Coal,2019,170.1786
Canada,Coal,2020,148.405
Canada,Coal,2021,138.15527
Canada,Coal,2022,107.23305
Chile,Coal,2000,37.3637
Chile,Coal,2001,29.314577
Chile,Coal,2002,29.547176
Chile,Coal,2003,28.250431
Chile,Coal,2004,32.723408
Chile,Coal,2005,32.07011
Chile,Coal,2006,40.03847
Chile,Coal,2007,47.52157
Chile,Coal,2008,50.81752
Chile,Coal,2009,46.457573
Chile,Coal,2010,52.229164
Chile,Coal,2011,66.98647
Chile,Coal,2012,78.09894
Chile,Coal,2013,87.78789
Chile,Coal,2014,88.5578
Chile,Coal,2015,85.05484
Chile,Coal,2016,86.26053
Chile,Coal,2017,89.68967
Chile,Coal,2018,86.561676
Chile,Coal,2019,87.08458
Chile,Coal,2020,73.145775
Chile,Coal,2021,81.11111
Chile,Coal,2022,61.168365
China,Coal,2000,8211.406
China,Coal,2001,8635.754
China,Coal,2002,9467.457
China,Coal,2003,11283.059
China,Coal,2004,13155.28
China,Coal,2005,15405.105
China,Coal,2006,16918.38
China,Coal,2007,18423.912
China,Coal,2008,18715.92
China,Coal,2009,19605.02
China,Coal,2010,20340.541
China,Coal,2011,22143.604
China,Coal,2012,22422.357
China,Coal,2013,22902.13
China,Coal,2014,22804.703
China,Coal,2015,22329.041
China,Coal,2016,21675.78
China,Coal,2017,21915.443
China,Coal,2018,22352.146
China,Coal,2019,22922.236
China,Coal,2020,23402.553
China,Coal,2021,24315.475
China,Coal,2022,24559.486
Colombia,Coal,2000,31.437815
Colombia,Coal,2001,30.95842
Colombia,Coal,2002,25.461409
Colombia,Coal,2003,28.22483
Colombia,Coal,2004,24.698715
Colombia,Coal,2005,15.562342
Colombia,Coal,2006,44.330044
Colombia,Coal,2007,39.03194
Colombia,Coal,2008,51.6421
Colombia,Coal,2009,47.50083
Colombia,Coal,2010,55.907337
Colombia,Coal,2011,45.266426
Colombia,Coal,2012,54.560337
Colombia,Coal,2013,58.69
Colombia,Coal,2014,62.166916
Colombia,Coal,2015,57.779972
Colombia,Coal,2016,63.54703
Colombia,Coal,2017,48.428135
Colombia,Coal,2018,45.462593
Colombia,Coal,2019,53.641968
Colombia,Coal,2020,47.47986
Colombia,Coal,2021,31.458893
Colombia,Coal,2022,28.492508
Croatia,Coal,2000,5.0206594
Croatia,Coal,2001,5.5889707
Croatia,Coal,2002,6.793734
Croatia,Coal,2003,7.555883
Croatia,Coal,2004,8.023571
Croatia,Coal,2005,7.95114
Croatia,Coal,2006,7.381305
Croatia,Coal,2007,8.013639
Croatia,Coal,2008,8.246868
Croatia,Coal,2009,5.893177
Croatia,Coal,2010,7.9398127
Croatia,Coal,2011,8.172656
Croatia,Coal,2012,7.329214
Croatia,Coal,2013,7.852052
Croatia,Coal,2014,7.5210743
Croatia,Coal,2015,7.0444655
Croatia,Coal,2016,7.570932
Croatia,Coal,2017,4.5628443
Croatia,Coal,2018,4.248253
Croatia,Coal,2019,4.8999634
Croatia,Coal,2020,4.200651
Croatia,Coal,2021,4.8303576
Croatia,Coal,2022,4.7832775
Cyprus,Coal,2000,0.41868
Cyprus,Coal,2001,0.61639
Cyprus,Coal,2002,0.51172
Cyprus,Coal,2003,0.51172
Cyprus,Coal,2004,0.51172
Cyprus,Coal,2005,0.51172
Cyprus,Coal,2006,0.3509561
Cyprus,Coal,2007,0.31871858
Cyprus,Coal,2008,0.2606911
Cyprus,Coal,2009,0.1381886
Cyprus,Coal,2010,0.17042612
Cyprus,Coal,2011,0.08016111
Cyprus,Coal,2012,0.002791195
Cyprus,Coal,2013,0.002791195
Cyprus,Coal,2014,0.025789998
Cyprus,Coal,2015,0.038685
Cyprus,Coal,2016,0.005164444
Cyprus,Coal,2017,0.034689166
Cyprus,Coal,2018,0.15830112
Cyprus,Coal,2019,0.1943486
Cyprus,Coal,2020,0.16211778
Cyprus,Coal,2021,0.4799583
Cyprus,Coal,2022,0.3808161
Czechia,Coal,2000,246.71695
Czechia,Coal,2001,242.13039
Czechia,Coal,2002,237.63068
Czechia,Coal,2003,241.5218
Czechia,Coal,2004,241.88832
Czechia,Coal,2005,233.69691
Czechia,Coal,2006,241.97527
Czechia,Coal,2007,241.51474
Czechia,Coal,2008,229.0496
Czechia,Coal,2009,211.57613
Czechia,Coal,2010,218.38116
Czechia,Coal,2011,214.98866
Czechia,Coal,2012,206.14917
Czechia,Coal,2013,196.5045
Czechia,Coal,2014,190.43582
Czechia,Coal,2015,189.86116
Czechia,Coal,2016,191.26581
Czechia,Coal,2017,187.27791
Czechia,Coal,2018,186.01262
Czechia,Coal,2019,167.36311
Czechia,Coal,2020,145.43529
Czechia,Coal,2021,150.807
Czechia,Coal,2022,163.59177
Denmark,Coal,2000,46.182728
Denmark,Coal,2001,48.81576
Denmark,Coal,2002,48.873913
Denmark,Coal,2003,66.68293
Denmark,Coal,2004,51.11385
Denmark,Coal,2005,43.05212
Denmark,Coal,2006,64.73512
Denmark,Coal,2007,54.23582
Denmark,Coal,2008,47.65927
Denmark,Coal,2009,46.800316
Denmark,Coal,2010,45.47204
Denmark,Coal,2011,37.835083
Denmark,Coal,2012,29.658981
Denmark,Coal,2013,37.670876
Denmark,Coal,2014,29.857864
Denmark,Coal,2015,21.238243
Denmark,Coal,2016,24.577396
Denmark,Coal,2017,18.368776
Denmark,Coal,2018,18.772844
Denmark,Coal,2019,10.575361
Denmark,Coal,2020,9.309924
Denmark,Coal,2021,12.399527
Denmark,Coal,2022,11.995051
Ecuador,Coal,2000,0.016110389
Ecuador,Coal,2001,0.020834971
Ecuador,Coal,2002,0.022496028
Ecuador,Coal,2003,0.8815003
Ecuador,Coal,2004,0.02098511
Ecuador,Coal,2005,0.024508944
Ecuador,Coal,2006,0.062975556
Ecuador,Coal,2007,0.025139555
Ecuador,Coal,2008,0.2895472
Ecuador,Coal,2009,0.06921278
Ecuador,Coal,2010,0.11599944
Ecuador,Coal,2011,0.108782776
Ecuador,Coal,2012,0.13059416
Ecuador,Coal,2013,0.14639612
Ecuador,Coal,2014,0.13852888
Ecuador,Coal,2015,0.14999388
Ecuador,Coal,2016,0.08799222
Ecuador,Coal,2017,0.094677225
Ecuador,Coal,2018,0.32408777
Ecuador,Coal,2019,0.0995275
Ecuador,Coal,2020,0.28073332
Ecuador,Coal,2021,0.549848
Ecuador,Coal,2022,0.79980165
Egypt,Coal,2000,10.1112385
Egypt,Coal,2001,8.8946705
Egypt,Coal,2002,9.542124
Egypt,Coal,2003,9.894048
Egypt,Coal,2004,10.112517
Egypt,Coal,2005,9.894048
Egypt,Coal,2006,9.899571
Egypt,Coal,2007,8.999108
Egypt,Coal,2008,8.098236
Egypt,Coal,2009,7.197784
Egypt,Coal,2010,5.396436
Egypt,Coal,2011,5.126364
Egypt,Coal,2012,4.541817
Egypt,Coal,2013,4.4871445
Egypt,Coal,2014,4.5240703
Egypt,Coal,2015,9.319224
Egypt,Coal,2016,14.169939
Egypt,Coal,2017,13.951776
Egypt,Coal,2018,25.388884
Egypt,Coal,2019,22.94092
Egypt,Coal,2020,8.733374
Egypt,Coal,2021,14.113942
Egypt,Coal,2022,14.265933
Estonia,Coal,2000,34.268295
Estonia,Coal,2001,34.071384
Estonia,Coal,2002,33.307957
Estonia,Coal,2003,38.57416
Estonia,Coal,2004,38.464703
Estonia,Coal,2005,38.0906
Estonia,Coal,2006,36.387783
Estonia,Coal,2007,45.288357
Estonia,Coal,2008,40.482048
Estonia,Coal,2009,34.96647
Estonia,Coal,2010,46.82532
Estonia,Coal,2011,47.39325
Estonia,Coal,2012,43.54446
Estonia,Coal,2013,48.425804
Estonia,Coal,2014,47.36029
Estonia,Coal,2015,41.96262
Estonia,Coal,2016,44.06444
Estonia,Coal,2017,50.30153
Estonia,Coal,2018,49.140667
Estonia,Coal,2019,35.80686
Estonia,Coal,2020,29.10825
Estonia,Coal,2021,31.758135
Estonia,Coal,2022,34.026913
Europe,Coal,2000,5580.7266
Europe,Coal,2001,5552.1797
Europe,Coal,2002,5544.8164
Europe,Coal,2003,5715.4272
Europe,Coal,2004,5577.022
Europe,Coal,2005,5404.7207
Europe,Coal,2006,5598.9473
Europe,Coal,2007,5591.573
Europe,Coal,2008,5392.2656
Europe,Coal,2009,4794.713
Europe,Coal,2010,4952.181
Europe,Coal,2011,5140.0195
Europe,Coal,2012,5266.8657
Europe,Coal,2013,5090.4775
Europe,Coal,2014,4734.474
Europe,Coal,2015,4630.6494
Europe,Coal,2016,4416.4688
Europe,Coal,2017,4216.76
Europe,Coal,2018,4148.695
Europe,Coal,2019,3587.7712
Europe,Coal,2020,3105.7117
Europe,Coal,2021,3365.5562
Europe,Coal,2022,3210.59
Finland,Coal,2000,58.32722
Finland,Coal,2001,70.48917
Finland,Coal,2002,76.5911
Finland,Coal,2003,95.59249
Finland,Coal,2004,85.87945
Finland,Coal,2005,55.168888
Finland,Coal,2006,86.153885
Finland,Coal,2007,81.35305
Finland,Coal,2008,62.04361
Finland,Coal,2009,62.48972
Finland,Coal,2010,78.925
Finland,Coal,2011,64.1175
Finland,Coal,2012,52.501667
Finland,Coal,2013,58.041386
Finland,Coal,2014,52.02472
Finland,Coal,2015,44.405
Finland,Coal,2016,50.921112
Finland,Coal,2017,46.645554
Finland,Coal,2018,48.881386
Finland,Coal,2019,41.046944
Finland,Coal,2020,31.483889
Finland,Coal,2021,33.97278
Finland,Coal,2022,33.928883
France,Coal,2000,164.76129
France,Coal,2001,144.1878
France,Coal,2002,148.6099
France,Coal,2003,157.97934
France,Coal,2004,150.38844
France,Coal,2005,156.18452
France,Coal,2006,144.31758
France,Coal,2007,149.40895
France,Coal,2008,140.40898
France,Coal,2009,125.0283
France,Coal,2010,133.87088
France,Coal,2011,113.60685
France,Coal,2012,128.70036
France,Coal,2013,134.49423
France,Coal,2014,100.44779
France,Coal,2015,99.87414
France,Coal,2016,97.52974
France,Coal,2017,106.459755
France,Coal,2018,95.2595
France,Coal,2019,74.53557
France,Coal,2020,52.277348
France,Coal,2021,63.309937
France,Coal,2022,59.457893
Germany,Coal,2000,992.09576
Germany,Coal,2001,994.93604
Germany,Coal,2002,997.1488
Germany,Coal,2003,1013.6199
Germany,Coal,2004,988.11
Germany,Coal,2005,945.3872
Germany,Coal,2006,983.3112
Germany,Coal,2007,1008.28674
Germany,Coal,2008,931.8082
Germany,Coal,2009,834.2924
Germany,Coal,2010,896.1722
Germany,Coal,2011,910.7911
Germany,Coal,2012,936.07416
Germany,Coal,2013,963.3986
Germany,Coal,2014,925.89496
Germany,Coal,2015,915.0558
Germany,Coal,2016,889.935
Germany,Coal,2017,835.9297
Germany,Coal,2018,806.68994
Germany,Coal,2019,624.2178
Germany,Coal,2020,514.8666
Germany,Coal,2021,621.9345
Germany,Coal,2022,647.22217
Greece,Coal,2000,104.9478
Greece,Coal,2001,108.47605
Greece,Coal,2002,104.36563
Greece,Coal,2003,104.92748
Greece,Coal,2004,107.55803
Greece,Coal,2005,106.09819
Greece,Coal,2006,97.70742
Greece,Coal,2007,103.01639
Greece,Coal,2008,96.96925
Greece,Coal,2009,98.008194
Greece,Coal,2010,91.50558
Greece,Coal,2011,91.84949
Greece,Coal,2012,94.6589
Greece,Coal,2013,81.26121
Greece,Coal,2014,78.09801
Greece,Coal,2015,65.440796
Greece,Coal,2016,50.69211
Greece,Coal,2017,55.779747
Greece,Coal,2018,54.774902
Greece,Coal,2019,37.175343
Greece,Coal,2020,21.294855
Greece,Coal,2021,19.91156
Greece,Coal,2022,20.013203
Hong Kong,Coal,2000,50.449722
Hong Kong,Coal,2001,79.68833
Hong Kong,Coal,2002,61.98861
Hong Kong,Coal,2003,78.61528
Hong Kong,Coal,2004,73.40639
Hong Kong,Coal,2005,79.86221
Hong Kong,Coal,2006,79.73417
Hong Kong,Coal,2007,86.998055
Hong Kong,Coal,2008,79.721664
Hong Kong,Coal,2009,83.24778
Hong Kong,Coal,2010,72.42305
Hong Kong,Coal,2011,86.14694
Hong Kong,Coal,2012,84.79666
Hong Kong,Coal,2013,90.37639
Hong Kong,Coal,2014,94.726105
Hong Kong,Coal,2015,77.90111
Hong Kong,Coal,2016,77.89527
Hong Kong,Coal,2017,72.96777
Hong Kong,Coal,2018,74.94055
Hong Kong,Coal,2019,71.769165
Hong Kong,Coal,2020,38.230556
Hong Kong,Coal,2021,42.464996
Hong Kong,Coal,2022,41.76583
Hungary,Coal,2000,44.99306
Hungary,Coal,2001,42.749565
Hungary,Coal,2002,41.246876
Hungary,Coal,2003,42.21048
Hungary,Coal,2004,40.02382
Hungary,Coal,2005,35.593605
Hungary,Coal,2006,35.72894
Hungary,Coal,2007,36.334526
Hungary,Coal,2008,35.293922
Hungary,Coal,2009,29.717325
Hungary,Coal,2010,31.308727
Hungary,Coal,2011,31.54748
Hungary,Coal,2012,30.353474
Hungary,Coal,2013,26.576935
Hungary,Coal,2014,26.271076
Hungary,Coal,2015,27.226086
Hungary,Coal,2016,25.506508
Hungary,Coal,2017,26.144308
Hungary,Coal,2018,24.698467
Hungary,Coal,2019,21.386988
Hungary,Coal,2020,19.594992
Hungary,Coal,2021,15.946323
Hungary,Coal,2022,13.812908
Iceland,Coal,2000,1.099672
Iceland,Coal,2001,1.192968
Iceland,Coal,2002,1.1883333
Iceland,Coal,2003,1.1666666
Iceland,Coal,2004,1.2222222
Iceland,Coal,2005,1.1666666
Iceland,Coal,2006,1.1944444
Iceland,Coal,2007,1.2777778
Iceland,Coal,2008,1.1111112
Iceland,Coal,2009,1.0277778
Iceland,Coal,2010,1.0833333
Iceland,Coal,2011,1.0833333
Iceland,Coal,2012,1.1083333
Iceland,Coal,2013,1.275
Iceland,Coal,2014,1.0444444
Iceland,Coal,2015,1.1555555
Iceland,Coal,2016,1.3444444
Iceland,Coal,2017,1.3333334
Iceland,Coal,2018,1.3333334
Iceland,Coal,2019,1.3055555
India,Coal,2000,1911.1661
India,Coal,2001,1926.9531
India,Coal,2002,2012.7899
India,Coal,2003,2107.9834
India,Coal,2004,2243.5286
India,Coal,2005,2456.1133
India,Coal,2006,2549.8647
India,Coal,2007,2790.2725
India,Coal,2008,3020.762
India,Coal,2009,3268.2656
India,Coal,2010,3348.546
India,Coal,2011,3478.864
India,Coal,2012,3787.818
India,Coal,2013,4009.7288
India,Coal,2014,4401.073
India,Coal,2015,4490.47
India,Coal,2016,4587.692
India,Coal,2017,4737.1567
India,Coal,2018,4981.6016
India,Coal,2019,4989.023
India,Coal,2020,4714.672
India,Coal,2021,5359.929
India,Coal,2022,5581.4287
Indonesia,Coal,2000,153.06941
Indonesia,Coal,2001,194.33177
Indonesia,Coal,2002,200.4558
Indonesia,Coal,2003,269.08673
Indonesia,Coal,2004,247.38066
Indonesia,Coal,2005,283.74945
Indonesia,Coal,2006,330.78885
Indonesia,Coal,2007,417.32904
Indonesia,Coal,2008,366.07092
Indonesia,Coal,2009,378.3209
Indonesia,Coal,2010,429.6194
Indonesia,Coal,2011,496.26547
Indonesia,Coal,2012,505.70566
Indonesia,Coal,2013,440.75632
Indonesia,Coal,2014,469.06967
Indonesia,Coal,2015,532.274
Indonesia,Coal,2016,544.31616
Indonesia,Coal,2017,566.1091
Indonesia,Coal,2018,655.7294
Indonesia,Coal,2019,801.23114
Indonesia,Coal,2020,765.3798
Indonesia,Coal,2021,763.22955
Indonesia,Coal,2022,1216.5106
Iran,Coal,2000,15.1596575
Iran,Coal,2001,14.8619995
Iran,Coal,2002,14.081556
Iran,Coal,2003,15.257164
Iran,Coal,2004,15.971223
Iran,Coal,2005,18.102768
Iran,Coal,2006,17.473772
Iran,Coal,2007,18.215395
Iran,Coal,2008,14.342342
Iran,Coal,2009,9.255012
Iran,Coal,2010,13.363621
Iran,Coal,2011,13.733183
Iran,Coal,2012,10.651124
Iran,Coal,2013,8.86266
Iran,Coal,2014,10.552486
Iran,Coal,2015,12.6951065
Iran,Coal,2016,10.559657
Iran,Coal,2017,11.981637
Iran,Coal,2018,15.848832
Iran,Coal,2019,18.932867
Iran,Coal,2020,21.418182
Iran,Coal,2021,19.573114
Iran,Coal,2022,21.138962
Ireland,Coal,2000,30.419252
Ireland,Coal,2001,31.861221
Ireland,Coal,2002,30.630024
Ireland,Coal,2003,29.650684
Ireland,Coal,2004,27.702469
Ireland,Coal,2005,30.784609
Ireland,Coal,2006,27.77244
Ireland,Coal,2007,27.12116
Ireland,Coal,2008,26.53966
Ireland,Coal,2009,23.20185
Ireland,Coal,2010,23.09718
Ireland,Coal,2011,22.66687
Ireland,Coal,2012,26.29543
Ireland,Coal,2013,23.79498
Ireland,Coal,2014,23.387928
Ireland,Coal,2015,25.5054
Ireland,Coal,2016,24.504408
Ireland,Coal,2017,20.86448
Ireland,Coal,2018,16.405048
Ireland,Coal,2019,11.740789
Ireland,Coal,2020,10.0594015
Ireland,Coal,2021,13.721661
Ireland,Coal,2022,11.8059635
Israel,Coal,2000,72.74457
Israel,Coal,2001,83.96879
Israel,Coal,2002,88.76048
Israel,Coal,2003,91.98803
Israel,Coal,2004,92.87359
Israel,Coal,2005,92.33707
Israel,Coal,2006,91.28712
Israel,Coal,2007,93.35963
Israel,Coal,2008,91.8698
Israel,Coal,2009,89.96574
Israel,Coal,2010,89.91976
Israel,Coal,2011,92.25194
Israel,Coal,2012,102.468956
Israel,Coal,2013,82.44158
Israel,Coal,2014,76.612236
Israel,Coal,2015,75.027176
Israel,Coal,2016,64.12097
Israel,Coal,2017,58.192833
Israel,Coal,2018,54.78136
Israel,Coal,2019,57.898838
Israel,Coal,2020,50.470398
Israel,Coal,2021,43.970703
Israel,Coal,2022,43.436695
Italy,Coal,2000,145.58014
Italy,Coal,2001,154.69652
Italy,Coal,2002,159.67827
Italy,Coal,2003,172.29904
Italy,Coal,2004,193.01271
Italy,Coal,2005,191.53352
Italy,Coal,2006,193.91122
Italy,Coal,2007,189.84833
Italy,Coal,2008,183.7009
Italy,Coal,2009,143.82344
Italy,Coal,2010,159.02751
Italy,Coal,2011,178.26997
Italy,Coal,2012,182.7333
Italy,Coal,2013,157.4031
Italy,Coal,2014,153.44742
Italy,Coal,2015,143.39546
Italy,Coal,2016,127.73232
Italy,Coal,2017,111.903915
Italy,Coal,2018,102.56716
Italy,Coal,2019,77.53442
Italy,Coal,2020,59.252834
Italy,Coal,2021,65.18218
Italy,Coal,2022,84.7727
Japan,Coal,2000,1110.6033
Japan,Coal,2001,1137.1547
Japan,Coal,2002,1207.9081
Japan,Coal,2003,1241.2594
Japan,Coal,2004,1274.1025
Japan,Coal,2005,1334.8142
Japan,Coal,2006,1312.1417
Japan,Coal,2007,1377.4036
Japan,Coal,2008,1414.7809
Japan,Coal,2009,1186.9474
Japan,Coal,2010,1352.7345
Japan,Coal,2011,1282.6497
Japan,Coal,2012,1354.1991
Japan,Coal,2013,1409.438
Japan,Coal,2014,1385.7355
Japan,Coal,2015,1397.981
Japan,Coal,2016,1395.3855
Japan,Coal,2017,1415.9634
Japan,Coal,2018,1386.5973
Japan,Coal,2019,1362.5938
Japan,Coal,2020,1270.7518
Japan,Coal,2021,1369.4674
Japan,Coal,2022,1365.5248
